,author,comment,published_time
1878,bun72642,That's why lazar is a goat,2023-10-03T17:32:43Z
1879,samuelmeisterw,hello,2023-10-03T17:32:26Z
1880,joaquim2metros,Haven't laughed this hard in ages! The hidden cam was genius and hilarious,2023-10-03T17:32:24Z
1881,imhaqueward,You gotta respect Lannan a lot for putting this much effort into content that isn't even his own. Lachlan finding the hidden cam had me dying,2023-10-03T17:32:21Z
1882,Hamza-B3,Imagine Lachlan just starts wacking it and lazarbeam is just watching,2023-10-03T17:32:15Z
1883,zokio7510,"yes, among us is back",2023-10-03T17:32:15Z
1884,kingjb554,"Ah good to see another one out, love how Cal and Danny insulted each others intelligence at the same time",2023-10-03T17:32:12Z
1885,strafinkanga8445,That callux introduction was amazing,2023-10-03T17:32:01Z
1886,deakl003,Josh’s trim is banging now.,2023-10-03T17:31:45Z
1887,raghulsubramanian6847,We got tobi's 1st suck your mum,2023-10-03T17:31:44Z
1888,KryptikChaos434,"I think without Lannan, Sidemen Among Us won't be the same from here on. He generates such elite content that without him, wouldn't be replicated in another video.",2023-10-03T17:31:44Z
1889,grahamhay4512,Omg ninja role best imposter sidemen and friends This is so much more better than the 20vs1 way better and entertaining 😊,2023-10-03T17:31:42Z
1890,harbstud4578,where’s JJ then?,2023-10-03T17:31:37Z
1891,Deadweight85,Surely callux has leeched enough off the sidemen over the years to buy a decent camera,2023-10-03T17:31:32Z
1892,keiranhiggins9871,yesssssssssssssssssss i love these videos man,2023-10-03T17:31:17Z
1893,ttv.x34nng80,Lanan has really upped his game,2023-10-03T17:31:17Z
1894,ok_wethu,Finally another one😊,2023-10-03T17:31:12Z
1895,MrMegaSaj,"Great video. But i have to ask, do people really subscribe after jj shouts an insult at you??... what kind of psychology is that😅",2023-10-03T17:31:03Z
1896,kaelumHodder,The edit of Ethan’s cringe tok onto lachlans phone was class 😂,2023-10-03T17:30:40Z
1897,adambarry4677,The best sidemen video possible always such a laugh keep up the banger vids guys 🤝👍✅💯,2023-10-03T17:30:39Z
1898,TJbtw2349,Happy black history month everyone! #BLM ✊🏾,2023-10-03T17:30:36Z
1899,arpitparihar9570,Lazer is just goat at gameing content,2023-10-03T17:30:33Z
1900,anthonytokunle,I have been waiting all my life 🎉,2023-10-03T17:30:18Z
1901,Lb_Collects,"Lads - i'd genuinely love a Sidemen Sunday of just this - a 90 min / 120 min Among us  Vid but with mad guests (or the same, lazar etc are awesome)

 - It 's so good man. Just easy to watch.",2023-10-03T17:30:16Z
1902,8ats,lazar carried in the first round he was funny asf,2023-10-03T17:30:12Z
1903,Ani-cf7mc,deji begging for his life could be easily swapped with a mafia family talk,2023-10-03T17:30:08Z
1904,JaydenKeShawn,Who is HeisenbrgFam I see him everywhere,2023-10-03T17:29:52Z
1905,adamangannou671,It's always a good day when a Sidemen Among Us video is posted.,2023-10-03T17:29:31Z
1906,SimplyJobby,is callux playing on an Iphone 4 or something? wtf is that bitrate?,2023-10-03T17:29:22Z
1907,Nightsky498,"Speed 20v1 and now we get among us, this is like the best week",2023-10-03T17:29:12Z
1908,mata2059,Get ishowspeed to play among us,2023-10-03T17:29:04Z
1909,avacarroll6474,Sidemen among us is there best vids,2023-10-03T17:29:02Z
1910,nikki7268,Love sidemen among! Where has harry been? Miss him being spaced out all the time is funny af,2023-10-03T17:28:58Z
1911,GrommyMcGromface,is Callux recording on a calculator?,2023-10-03T17:28:28Z
1912,syrixbt69,25:09 that's a big brain play from Lazarbeam Installing camera in Lachlan's room 🤣,2023-10-03T17:28:21Z
1913,ttv.x34nng80,YESSS AMONGG US,2023-10-03T17:28:04Z
1914,mayo858,Thee bestestttt day when you see a new sidemen among vid❤️❤️❤️❤️🔥🔥🔥🔥🔥🔥🔥,2023-10-03T17:27:55Z
1915,khrawbryan,"29:41 Danny is amazingly savage with the replies man😂😂Man literally said ""Fuck your life mate you're gone"" with that straight face makes it funny asf.",2023-10-03T17:27:45Z
1916,sirpeso4643,Switch Lux with Ginge. He is genuinely unfunny,2023-10-03T17:27:37Z
1917,jessebynes2102,.,2023-10-03T17:27:36Z
1918,justsomefatneek1915,first 100% no cap,2023-10-03T17:27:33Z
1919,Marillmapping,yay new upload of among us and tbh lazer killed it,2023-10-03T17:27:32Z
1920,kebuns_sack,tobi is the ninja 💀 <--- lachlan 2023,2023-10-03T17:27:27Z
1921,farenough7058,0:58 danny always doing something shocking,2023-10-03T17:27:22Z
1922,ttv.x34nng80,Just commenting to see how insane ppl are on caring about YT comments,2023-10-03T17:27:11Z
1923,Dxrker1,"the best bit is at the start how lanan just looks at his hidden cam in lachy's gaming setup.
i was already in bits!!!",2023-10-03T17:27:00Z
1924,hundredpercentx,Theyre in the same office? One of them has a crazy setup and the other a white beat up wall xD,2023-10-03T17:27:00Z
1925,elv6240,invite ginge,2023-10-03T17:26:59Z
1926,BloodChrist,what a good week so far for sidemen videos,2023-10-03T17:26:56Z
1927,farenough7058,Who else thought that jj is playing,2023-10-03T17:26:54Z
1928,user-jm5rw2rc6m,The tiktok playing on Lachlans phone. Elite.,2023-10-03T17:26:49Z
1929,eddie8767,Moresidemen finally delivering WHAT WE NEED,2023-10-03T17:26:41Z
1930,MrMelon-xg6pj,"I never said anything but in our language ""Deji "" means pus*y",2023-10-03T17:26:28Z
1931,GrandTheftHollow,"deji and danny partnership was something i didn't know i needed, when they voted out simon was absolute jokes",2023-10-03T17:26:27Z
1932,MessiSuarezNeymarr,best YouTube series rn,2023-10-03T17:26:21Z
1933,geeko7228,Why is lux recording on a toaster? What is that quality,2023-10-03T17:26:17Z
1934,Alethewriter,Lazar makes sidemen among an 11/10,2023-10-03T17:25:47Z
1935,JacobusStark,Callux has that 1999 Disney Vacation Camcorder,2023-10-03T17:25:30Z
1936,jfentdub6126,31 mins... we need at least 40mins these days!,2023-10-03T17:25:20Z
1937,avymags,my favourite moresidemen video idea ever,2023-10-03T17:24:55Z
1938,ConnorCutt,"lazar was genuienly with danny aarons, the best addition to sidemen among us ever",2023-10-03T17:24:44Z
1939,Eatos_17,Sidemen: Among Us > Speed 20v1,2023-10-03T17:24:31Z
1940,jordanburdon,cold sky sports edit,2023-10-03T17:24:13Z
1941,zanettaudo-obong368,The happiness I got when I saw this notification,2023-10-03T17:24:08Z
1942,Olive01,Please try Goose Goose duck!! Sooooooo much better than among us,2023-10-03T17:24:07Z
1943,joyeshchakraborty9622,tobi is a gojo fan because of six eyes,2023-10-03T17:23:59Z
1944,otisjoi,I was literally just thinking the past couple days its been a while since ive seen a sidemen among us and here we are LETS GO,2023-10-03T17:23:26Z
1945,MessianicPlayz,Ahh. I was thinking about Sidemen Among us and it finally dropped. ❤️,2023-10-03T17:23:18Z
1946,adityamusale1424,Lord Lazer supremacy ❤,2023-10-03T17:23:15Z
1947,AmeyaXD,Lazar just killed the last round,2023-10-03T17:22:57Z
1948,MonarchYT500,LETS GOOOOOOOOOOOOOO,2023-10-03T17:22:51Z
1949,rhunkendall9026,Bro I live for Sidemen Among Us,2023-10-03T17:22:36Z
1950,Joseph-sk1tl,no angry ginge ,2023-10-03T17:22:25Z
1951,wjm_,Love how far YT has come sidemen and Lachy/lazar people I used to watch as a kid now playing together love it,2023-10-03T17:22:23Z
1952,kylebonnett907,"""Fuck your life"" Danny Aarons is the goat🤣🤣",2023-10-03T17:22:22Z
1953,tabinsyed1105,This looks like more of a lazarbeam channel video than a moresidemen video😂,2023-10-03T17:22:20Z
1954,keishagarofalo9350,only 31 minutes long:(,2023-10-03T17:22:06Z
1955,keanucarelse8800,Missed them😢,2023-10-03T17:21:59Z
1956,cthulhuzulumulu,19:13 That timing is insane. What gamer has the best timing in Among Us history?,2023-10-03T17:21:43Z
1957,adamauten8361,yessss!!,2023-10-03T17:21:43Z
1958,aspectsiege,W lenon,2023-10-03T17:21:37Z
1959,ryanwallace7019,Why is floating dragon slot audio playing at the start GAMBA,2023-10-03T17:21:32Z
1960,hihi707hihi,yaaaayyyyy,2023-10-03T17:21:31Z
1961,iRockstar0406,Deji is such a good person to have on among us bro he always has me in tears 😂,2023-10-03T17:21:24Z
1962,DDetected,That camera was so staged lol,2023-10-03T17:21:20Z
1963,JacobusStark,I literally Screamed out loud once I saw this! We all need more!,2023-10-03T17:20:58Z
1964,tuby1726,"Very happy it's back, Never gonna complain but I'm hoping angryginge is on one of these in the future, the dynamic between him and Danny would be hilarious.",2023-10-03T17:20:52Z
1965,ogi-j9o,goat of yt,2023-10-03T17:20:45Z
1966,mcveygamingofficial,Lazar getting Lachy with the camera is HILARIOUS i love it,2023-10-03T17:20:43Z
1967,ma.1749,FINALLY I HAVE BEEN WAITING FOR THIS,2023-10-03T17:20:25Z
1968,hoppzy01,the moment lachlan turns around and sees the hidden camera is just gold 😆,2023-10-03T17:20:21Z
1969,Zwepler,This is an amazing idea,2023-10-03T17:20:01Z
1970,brentsmith9134,Deji is actually uniquely special... *Sigh*,2023-10-03T17:19:39Z
1971,ovy69,Leshhh gooooo!!,2023-10-03T17:19:37Z
1972,tamangkto2679,SDMN among us forrrreeevveeerr,2023-10-03T17:19:30Z
1973,codexpopzx2860,I have been waiting for this greatness there is nothing better than sidemen among us,2023-10-03T17:19:03Z
1974,Isaac_Editz7,Please Pin been watching your vids forever and watched every sidemen among us vid ❤❤ keep uploading,2023-10-03T17:18:52Z
1975,nathanhodgson6056,Harry’s just fully quit ain’t he? Lol,2023-10-03T17:18:46Z
1976,sangeeth77,Two idiots in one video for free?!? Most people gotta pay for that shit,2023-10-03T17:18:44Z
1977,debeosakwe5966,Tobi please never again with that skin,2023-10-03T17:18:42Z
1978,membahz,dannys M shapeup is mad. never noticed it till now,2023-10-03T17:18:40Z
1979,sajt1162,Im so happy. Im shaking and crying rn,2023-10-03T17:18:13Z
1980,Kanam12,Y’all need to release one everyday😂😂,2023-10-03T17:17:51Z
1981,Suckmytoez247,Callux saying he’s back as if anyone realised that he’d gone,2023-10-03T17:17:47Z
1982,soggyurinal73,round of applause for Lannan,2023-10-03T17:17:36Z
1983,ttv.x34nng80,Lazarbeam makes among us a million times better,2023-10-03T17:17:13Z
1984,stedakkugaming9301,Where is harry man,2023-10-03T17:17:00Z
1985,sharun_xy,Lachy's face when he found the camera.😂😂,2023-10-03T17:16:43Z
1986,KaylaB19,"SO HAPPY these are the best videos. , never stop!",2023-10-03T17:16:42Z
1987,Thegoat20249,Best series on yt but we want jj bavk aswell,2023-10-03T17:16:36Z
1988,pacee664,Finally sidemen among us after long time,2023-10-03T17:16:33Z
1989,argentianguis6510,"I love seeing Deji in these videos. Keep bringing him, he's funny af.",2023-10-03T17:16:25Z
1990,NoMouthNoScream,At this point I'm not sure if KSI is even real anymore.,2023-10-03T17:16:23Z
1991,fbb5996,This is why lazar should be the 8th sidmen hes amazing with content and would be amazing in a 4v4,2023-10-03T17:16:10Z
1992,SU-66,“I aM nINjA”🥷 7:36,2023-10-03T17:16:04Z
1993,BillyCorn69,lazar carried the video,2023-10-03T17:15:54Z
1994,Morgana_xxx,Please do one with Angry Ginge,2023-10-03T17:15:31Z
1995,ttv.x34nng80,WE LOVE AMONG US THROWSSS DO MORE,2023-10-03T17:15:27Z
1996,Traxxmaciek,Lazar carried the video hard. He’s so great,2023-10-03T17:15:16Z
1997,vantheyputra2211,24:56 bruh I love Lachy confused face😂,2023-10-03T17:15:06Z
1998,izzyasif,Is harry alright. He hasnt been in a few vids now,2023-10-03T17:14:54Z
1999,ttv.x34nng80,42 MINS FIRSTTTTBHERE,2023-10-03T17:14:38Z
2000,shirandawilliams,Lachys face when he finally finds the camera 💀💀,2023-10-03T17:14:32Z
2001,xtreme_jord107,FIRST 100K VIEWERS GANG🎉,2023-10-03T17:14:25Z
2002,aryannambiar3313,22:32 Happy monkey noises😂😂,2023-10-03T17:14:14Z
2003,ttv.x34nng80,YESS NEW AMONG USSS,2023-10-03T17:14:12Z
2004,tomhill11ify,Love this series but I think they are getting tired of playing among us,2023-10-03T17:14:07Z
2005,abigailbaker6559,Yayyyyyy love these videos please make more I know you’re always busy but these make me smile so much,2023-10-03T17:14:05Z
2006,shirin.b1238,25:11 😂 the moment lachy caught the hidden cam,2023-10-03T17:13:42Z
2007,DhandaHarman,LETS GOOOO BRUH FINALLY,2023-10-03T17:13:28Z
2008,FinRees,This makes up for the late sidemen Sunday,2023-10-03T17:13:26Z
2009,Josiaze,Lazar was too OP this episode no cap #threemasterclassesinarow,2023-10-03T17:13:12Z
2010,enderpewds7223,Tobi was actually using the Ninja really well,2023-10-03T17:13:06Z
2011,marigold619,needed this,2023-10-03T17:13:02Z
2012,richajain712,Ngl I really like these more sidemen videos when sometimes harry is not there,2023-10-03T17:12:53Z
2013,savysingh5134,lazar can set up a cam on lochy but deji and danny cant even make there set up work amazing lazar,2023-10-03T17:12:32Z
2014,thecaptain138,Always like among us vids so we get more of them.,2023-10-03T17:12:30Z
2015,N1XHL,Tobi the 🥷,2023-10-03T17:12:25Z
2016,scottstewarttv,"Buzzin for angry ginge in the next episode, I hope him and lazar get imposter together hahaha",2023-10-03T17:12:22Z
2017,awe420,29:44 😂😂😂😭😭,2023-10-03T17:12:13Z
2018,awe420,29:44 😂😂😂😭😭,2023-10-03T17:12:04Z
2019,farhanziadusman9440,The moment lachy finding the camera was probably one of the best sidemen among us moments,2023-10-03T17:11:56Z
2020,awe420,29:44 😂😂😂😭😭,2023-10-03T17:11:52Z
2021,leesillyofficial,when will we get angry ginge in a sidemen vid/among us hell be so good and funny,2023-10-03T17:11:45Z
2022,morericegaming,Is Lux playing on a stone tablet? What’s going on?😭,2023-10-03T17:11:32Z
2023,tyson7097,Lazer d goat 🐐🐐,2023-10-03T17:11:31Z
2024,cw6082,It's Luke Emia 😂 good to see him in videos,2023-10-03T17:11:25Z
2025,LeopaldStraus,Non stop laughing from start to finish. The manipulation in this is outrageous!🤣🤣Lachy getting imposter with a spy cam hidden🤣can’t write this shit!,2023-10-03T17:11:14Z
2026,Adzonamadz,"love these lot 
🤪😀😀😀😀😀😀",2023-10-03T17:11:04Z
2027,cw6082,"Way better than a Tinder irl, lmao this made my day",2023-10-03T17:10:54Z
2028,owjone7104,Finally more ahhh❤❤❤,2023-10-03T17:10:43Z
2029,aryannambiar3313,LAZERBEAM is a fucking masterclass in Among Us man!!!(at least in front of SIDEMEN😂😂),2023-10-03T17:10:25Z
2030,nordiccitizen,Man these are just so funny! Amazing play from lan!,2023-10-03T17:10:10Z
2031,sidemore9845,bruv I was so excited to watch this but minute 1 and what the hell is thhat tobiiii I cant watch now,2023-10-03T17:10:10Z
2032,rajgopalsahu,lazar007,2023-10-03T17:09:57Z
2033,starlxrd868,big up my guy doji,2023-10-03T17:09:52Z
2034,plasticplate3286,o/,2023-10-03T17:09:35Z
2035,elclappo,"""Aiiiiii gonna be ninjaaaaa"" 🥷😅😂",2023-10-03T17:09:18Z
2036,kristens07,Lannan coming in clutch 😂,2023-10-03T17:09:05Z
2037,caseygreenhalgh8249,I need more friends,2023-10-03T17:09:02Z
2038,willgazlay5711,Demi’s laugh gives me cancer,2023-10-03T17:08:46Z
2039,MANOFREAL,Is viks gameplay laggy or just me ?,2023-10-03T17:08:44Z
2040,homemade_fusionfood,Sidemen deserve a Netflix among us series,2023-10-03T17:08:42Z
2041,scottstewarttv,Lazar the goat. Also ethan calling deji stupid in this game is mad when deji is vastly better than Ethan,2023-10-03T17:08:40Z
2042,Ashstroud,Lazerbeam acc carries the video every time 😂😂😂,2023-10-03T17:08:37Z
2043,wagwan_parth,22:40 excuse me Tobi is what?????😶,2023-10-03T17:08:37Z
2044,user-co1zl7uk8x,"I Started Watching Sidemen Among Us 1 Month Ago And I Have Watched Every A Single Among Us Video That They Posted And I'm So Hyped That They Made A New Video.
Thank You Sidemen And LazarBeam DannyArrons And Lachlan For Entertaining All Of Us.",2023-10-03T17:08:31Z
2045,senthilpmk1734,Best 🎉,2023-10-03T17:08:31Z
2046,ErileBenz,Simon you are so deplorable.,2023-10-03T17:08:28Z
2047,danielbrown5867,i think lazor should have let it run a bit longer,2023-10-03T17:08:26Z
2048,AbdullahAltimimy,Finally SIDEMEN AMONG US!!! 🎉❤️‍🔥🔥,2023-10-03T17:08:08Z
2049,SU-66,Finally Among Us is back!🎉,2023-10-03T17:08:06Z
2050,homemade_fusionfood,Only Sidemen can make these amazing among us videos with just pure entertainment with no cringe jokes,2023-10-03T17:08:04Z
2051,jessielouboo3748,the pack vs sidemen amaong next??,2023-10-03T17:07:35Z
2052,mustansirraj1246,It's criminally wrong to make a sidemen among us just 31 mins,2023-10-03T17:07:13Z
2053,igoryt2837,Where is harry gone?,2023-10-03T17:07:01Z
2054,danielpratt3794,25:11 needs to be a meme,2023-10-03T17:06:57Z
2055,sannevandenheuvel5635,"Dropped everything I was doing, wasn’t disappointed",2023-10-03T17:06:42Z
2056,noonneel,This is not chipfat editing,2023-10-03T17:06:40Z
2057,rayniedayz3824,We all drank an extra gallon of paint today😂😂😂😂 Lazar is the best,2023-10-03T17:06:24Z
2058,ryanca6601,W among us,2023-10-03T17:06:16Z
2059,-Ennzo-,Lazerbeam is the goat,2023-10-03T17:06:11Z
2060,ultralord6216,Where the Hell is Harry Lewis,2023-10-03T17:06:09Z
2061,myleed6113,Finally another video i can eat to,2023-10-03T17:06:08Z
2062,gavi_max_10,Bro i was feeling very uncomfortable abt the spying cam setup by Lannan 😂,2023-10-03T17:06:00Z
2063,liammorty1961,OMGGGGG the best videos on the internet 😮❤,2023-10-03T17:05:57Z
2064,blainjairussabado9179,eyyy i miss this,2023-10-03T17:05:29Z
2065,alexbutsheslikereallybored,Lazar with the camera 😂,2023-10-03T17:05:25Z
2066,Jr.Raph_,I love the sidemen among us but why isn't it long enough 😢,2023-10-03T17:05:23Z
2067,asapgang2452,Strongly agree 👇,2023-10-03T17:05:21Z
2068,Tead2712,Lazar beam makes sidemen among us best,2023-10-03T17:05:09Z
2069,raxks1581,I swear my trypophobia triggered like 20 times when i saw tobi's character,2023-10-03T17:05:02Z
2070,petermahoney5718,11:00 sensational edit. not a lot of people will get that one 🤣🤣,2023-10-03T17:04:53Z
2071,Cawley92,Deji it’s Simon oh itsimen ded,2023-10-03T17:04:40Z
2072,mikohabesha6761,29:44 😂😂😂😂😂😂,2023-10-03T17:04:21Z
2073,afcu-yt,i got so excited for nothing wtf is this video,2023-10-03T17:04:16Z
2074,suryanshsrivastav3669,"Aussies carrying sidemen channel, never thought this day would come",2023-10-03T17:04:16Z
2075,SubodhsharmaREVAIN,Nothing beats the life circle of Lazar. This should be titled Lazar redemption @sidemen,2023-10-03T17:04:10Z
2076,jamdrhs,MORE AMONG UD,2023-10-03T17:04:09Z
2077,_Wade_,Sidemen amogust+deji Sidemen amogust+deji Sidemen amogust+deji Sidemen amogust+deji Sidemen amogust+deji Sidemen amogust+deji Sidemen amogust+deji Sidemen amogust+deji Sidemen amogust+deji Sidemen amogust+deji,2023-10-03T17:04:01Z
2078,kingzkb2195,"Lazar said what i was thinking. This ninja power is very op. Though it was very fun.

Edit: the face lachan was making at the camera😂",2023-10-03T17:04:00Z
2079,connagh11,I am actually so shit at among us 🤣 this brings me so much happiness hahaha,2023-10-03T17:03:57Z
2080,soup8680,the music is from floating dragons gamba!!! ,2023-10-03T17:03:53Z
2081,kudoaiman2232,Yayy among us content,2023-10-03T17:03:42Z
2082,owainvaughan2448,Love a new sideman among us video!,2023-10-03T17:03:28Z
2083,empoling9645,angry ginge to sidemen among us fc?????,2023-10-03T17:03:20Z
2084,harrygillespie5084,Umm where was ginge,2023-10-03T17:03:07Z
2085,jameslloyd8948,I don't mind/kinda like Danni's close up view and Deji's absent camera but Callux needs to fix his game capture quality. That hurts my eyes where as the other things are more just quirks.,2023-10-03T17:03:04Z
2086,MA-kr6yv,3:53 gotta love the editing on sidemen videos 😭😭,2023-10-03T17:02:44Z
2087,Danteqwd,nwod,2023-10-03T17:02:31Z
2088,ahlaamcassim,It’s been so long 😂,2023-10-03T17:02:26Z
2089,wide-eyedvlogs7560,Here before the hour mark,2023-10-03T17:01:53Z
2090,Uthred_Ragnarson,🦶🐝,2023-10-03T17:01:44Z
2091,fay424,lazar played that 2nd game like a fucking goat,2023-10-03T17:01:42Z
2092,jynkz,0:44 I for real thought it was my airpods,2023-10-03T17:01:33Z
2093,charucharuvaan6545,Watching sidemen amongus while eating is the best 👌 ❤,2023-10-03T17:01:29Z
2094,felixdb04,2:12 I thought Theo would pop up💀,2023-10-03T17:01:27Z
2095,TLCBB,IRL cams op,2023-10-03T17:01:16Z
2096,jaimmv,23:27 Danny jumping from the alarm lmao 😭,2023-10-03T17:01:04Z
2097,theleonardsinclairexperien2982,its not a sidemen among us if there isnt 1 dumbass with a dead cam and someone still recording on flintstones era resolution.  Still love this series tho!,2023-10-03T17:00:56Z
2098,TheRealFinalThird,1 hour gang👇🏿,2023-10-03T17:00:53Z
2099,Bruh-tv4ip,First speed 20v1 and now this Life is good,2023-10-03T17:00:27Z
2100,phkit420,There’s never enough sidemen among us,2023-10-03T17:00:15Z
2101,Mr_SoulzZ,Still so funny Lachy his room is like top tier then you have a room away Lazer sitting in what looks like a closet i'm dying of laughter love lazer so much,2023-10-03T16:59:55Z
2102,dantea.2537,Only thing I like before watching,2023-10-03T16:59:54Z
2103,Olddirtytiger,Simple I see sidemen among us I click,2023-10-03T16:59:49Z
2104,no_one_speciall,Lazar makes theses videos so much more entertaining because he knows how to make good content after being in the game for many years,2023-10-03T16:59:35Z
2105,sushipie2475,"Use me as a way to show that we want Lazarbeam in more sidemen videos 

👇",2023-10-03T16:59:34Z
2106,lucascumper,I liked my own comment!!,2023-10-03T16:59:32Z
2107,GlowingGlare,This video feels like a Lazerbeam video that just happens to have the sidemen in it! 🤣,2023-10-03T16:59:22Z
2108,jambogaming8558,NEED GINGE ON THESE,2023-10-03T16:59:16Z
2109,Rick_Dalton18,Pants down,2023-10-03T16:59:16Z
2110,ivanvargasheaven,Just play it normally fam,2023-10-03T16:59:13Z
2111,VikingerOnYT,Omg they're back,2023-10-03T16:59:06Z
2112,joshuamarwood269,That hidden camera is so jokes,2023-10-03T16:59:03Z
2113,toxicnpc69,Why tf is callux recording from the back rooms,2023-10-03T16:58:57Z
2114,varadd.9,Sidemen single handedly carrying the game is elite.,2023-10-03T16:58:44Z
2115,iiscarytube5662,I like how callux and danny called each other idiots at the same time 😂,2023-10-03T16:58:37Z
2116,2_footballers,Among us,2023-10-03T16:58:31Z
2117,thomasgoodall4917,Love that Callux is back!,2023-10-03T16:58:25Z
2118,reubenswift3353,Callux looks like he's just been abducted,2023-10-03T16:58:11Z
2119,jeycholz,I feel like ive been waiting for years for another Among Us Episode with the OG Crew! Thank you Lord!! 🙏,2023-10-03T16:58:07Z
2120,danaabdelqader,"I love the fact that cals quality is shit, dannys only recording the top left of his screen, and deji has no camera",2023-10-03T16:57:42Z
2121,robertnapier624,Doji Olatunji.,2023-10-03T16:57:23Z
2122,stevetrevor7004,FINALLY,2023-10-03T16:57:23Z
2123,voidgaming9911,1:53  Vik that was soo good 🤣🤣🤣,2023-10-03T16:57:15Z
2124,mec_pi,we got a biblically accurate Tobi,2023-10-03T16:57:04Z
2125,user-gg9sb9vd1m,Get angryginge on among us,2023-10-03T16:56:59Z
2126,galencurry3685,More party animals,2023-10-03T16:56:58Z
2127,NOTMR.LEGEND,25:10 lmao his face im dead 😂,2023-10-03T16:56:50Z
2128,realistF1,get ginge in sidemen among us,2023-10-03T16:56:50Z
2129,rasikashraf,Atleast one among us video every week please,2023-10-03T16:56:19Z
2130,brockhoussenloge1888,bro deji making me have to constantly adjust volume 😅,2023-10-03T16:56:14Z
2131,Diesense,"Best feeling is sitting down for dinner, opening YT and finding a new sidemen among us video dropped",2023-10-03T16:56:10Z
2132,lebron2324177,We need JJ and Harry back in the next episode,2023-10-03T16:56:09Z
2133,bradmartland5723,Lazars kill on lux was mad,2023-10-03T16:55:57Z
2134,GamingMirage22,"Just went from watching an old among us video to find they uploaded a new one, what a day 😂😂",2023-10-03T16:55:45Z
2135,Jay-gm1yc,the way i gasped cause they posted an among us video haven’t even watched it yet🫡,2023-10-03T16:55:39Z
2136,Jaanav_011,Bruh no jj??,2023-10-03T16:54:57Z
2137,thekingishuey9072,gg,2023-10-03T16:54:44Z
2138,lebron2324177,"Refresh the subscriptions screen and see a new Sideman Among Us video, no better feeling!!",2023-10-03T16:54:24Z
2139,Alethewriter,Here less than an hour comment 🎉🎉,2023-10-03T16:53:56Z
2140,juniordays3810,the callux return is bigger than the return of the Mack,2023-10-03T16:53:52Z
2141,Nak333,CLASS FORM LASZAR,2023-10-03T16:53:35Z
2142,robyndare7723,Lazer cooked with this one fr,2023-10-03T16:53:31Z
2143,ateen5259,"12:16 what did he say!?, i know he didnt say nigga.. i am brown too and i know we cant say nigga",2023-10-03T16:53:29Z
2144,fishstar2974,Censorship has gone too far,2023-10-03T16:53:24Z
2145,arannyamitra,Danny's hair 😂😂,2023-10-03T16:53:24Z
2146,boomboeditz,sidemen among us just makes our day 10x better😍💯,2023-10-03T16:53:10Z
2147,joshmoxey.,Please release these more than once a month. They're too good. It's the series that just doesn't get old.,2023-10-03T16:52:59Z
2148,FlamingoMCclean920,NOOO STUPID DANNY,2023-10-03T16:52:33Z
2149,Jamperiwnl,The level of iq in the lobby just lowers without visua liser,2023-10-03T16:52:05Z
2150,kristinajohnson2186,I love Sidemen Among Us 😊,2023-10-03T16:52:04Z
2151,aaliyahsamazingadventures1887,Early,2023-10-03T16:51:56Z
2152,vikZ710,Duji in the house you know,2023-10-03T16:51:55Z
2153,Jay30-z1s,i spent far too long avoiding sidemen among us thought would be shit but there hands down there best videos lol binged them all this week glad this one came out because i ran out of ones to watch lol,2023-10-03T16:51:48Z
2154,oscarperez421,FINALLY ANOTHER ONE,2023-10-03T16:51:04Z
2155,Jonasgulliksen,"The best series on YouTube deserve the best guests. Some recommendations here!
- Angry Ginge
- Speed
- HP and Filly
- Syndicate
- Jay Swingler
- Stephen Tries
- True Geordie

Otherwise the people we’d love to have back is the likes of WillNE, Chris MD, TommyInnit, Freezy, Lux, Chip and Max Fosh",2023-10-03T16:50:52Z
2156,25pence,Fucking love this,2023-10-03T16:50:50Z
2157,Petuxoglu,"HE HAS DONE IT AGAIN THE FUCKING BASTARD HAS DONE IT AGAIN
 12:13",2023-10-03T16:50:49Z
2158,charlesman1295,It’s not a sidemen among us without someone ruining their recording,2023-10-03T16:50:45Z
2159,Ampliix,Tobi's character is TRIGGERING my trypophobia rn,2023-10-03T16:50:37Z
2160,AyubAden-gm6jt,Why do you guys have such good setups?  I don't even have a mouse.💀💀💀,2023-10-03T16:50:08Z
2161,aminabd5206,These man upload to youtube for a living and can't even do that right,2023-10-03T16:49:58Z
2162,ScreamPicturesSP,"This among us was so boringgg. We need Ksi, Harry and co back",2023-10-03T16:49:38Z
2163,utsavanand1495,Tobiiiiiii with many eyes,2023-10-03T16:49:28Z
2164,vinnievinnie-sj5kr,I genuinely can’t tell whether lazar and Danny like each other or not,2023-10-03T16:49:25Z
2165,eyezhro8349,Lazar is hands down the best addition to sidemen among us,2023-10-03T16:49:15Z
2166,OGRapture,"""We have a ninja among us.""

-Simon Miniminter",2023-10-03T16:49:05Z
2167,kalvinmayville6812,I just orgasmed from seeing sidemen among us,2023-10-03T16:49:05Z
2168,HarryEnrightTheSecond,Lannan is actually so innovative it’s no wonder he did so well in fortnite era,2023-10-03T16:49:03Z
2169,vishalaujla6380,0:43 bro coz of This sound I put my earphones to charge thinking it was their sound of LOW💀,2023-10-03T16:48:30Z
2170,poast,lazar makes these vids 10x better somehow,2023-10-03T16:48:15Z
2171,thiramalik9336,Lazar is all about the content for us. Love it,2023-10-03T16:48:12Z
2172,kentonmanley8960,I was just binge watching everyone of these vids wishing for new ones wtf the timing,2023-10-03T16:48:10Z
